0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,11,12,12,12,12,12,12,25,0,0,0,0,0,0,0,0,0,0
11,12,12,12,12,12,12,12,12,12,46,0,0,0,0,0,0,45,12,12,12,12,12,12,12,12,12,25
72,17,0,0,0,0,0,0,0,0,0,0,44,68,68,23,0,0,0,0,0,0,0,0,0,0,17,26
72,0,44,68,23,0,44,68,23,0,44,68,69,54,54,53,68,23,0,44,68,23,0,44,68,23,0,26
72,0,48,54,52,0,48,54,52,0,48,54,54,54,54,54,54,52,0,48,54,52,0,48,54,52,0,26
72,0,45,50,46,0,45,50,46,0,48,49,50,50,50,50,51,52,0,45,50,46,0,45,50,46,0,26
72,0,0,0,0,0,0,0,0,0,45,46,0,0,0,0,45,46,0,0,0,0,0,0,0,0,0,26
72,0,44,68,68,68,68,68,23,0,0,0,0,44,23,0,0,0,0,44,68,68,68,68,68,23,0,26
72,0,48,49,50,50,50,50,46,0,44,68,68,69,53,68,68,23,0,45,50,50,50,50,51,52,0,26
72,0,48,52,0,0,0,0,0,0,48,54,54,54,54,54,54,52,0,0,0,0,0,0,48,52,0,26
72,0,48,52,0,44,68,68,23,0,45,50,50,50,50,50,50,46,0,44,68,68,23,0,48,52,0,26
72,0,48,52,0,45,50,50,46,0,0,0,0,0,0,0,0,0,0,45,50,50,46,0,48,52,0,26
72,0,48,52,0,0,0,0,0,0,7,4,4,253,253,4,4,71,0,0,0,0,0,0,48,52,0,26
72,0,48,53,68,68,68,68,23,0,26,0,0,0,0,0,0,72,0,44,68,68,68,68,69,52,0,26
46,0,45,50,50,51,54,54,52,0,26,0,0,0,0,0,0,72,0,48,54,54,49,50,50,46,0,45
0,0,0,0,0,45,51,54,52,0,26,0,0,0,0,0,0,72,0,48,54,49,46,0,0,0,0,0
23,0,44,23,0,0,45,50,46,0,27,12,12,12,12,12,12,73,0,45,50,46,0,0,44,23,0,44
72,0,48,53,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,69,52,0,26
72,0,48,54,53,68,23,0,44,68,68,23,0,44,23,0,44,68,68,23,0,44,68,69,54,52,0,26
72,0,45,50,50,50,46,0,48,54,54,52,0,45,46,0,48,54,54,52,0,45,50,50,50,46,0,26
72,0,0,0,0,0,0,0,45,50,51,52,0,0,0,0,48,49,50,46,0,0,0,0,0,0,0,26
72,0,44,68,68,68,23,0,0,0,48,53,68,68,68,68,69,52,0,0,0,44,68,68,68,23,0,26
72,0,45,50,50,51,53,68,23,0,45,50,50,50,50,50,50,46,0,44,68,69,49,50,50,46,0,26
72,0,0,0,0,45,50,51,52,0,0,0,0,0,0,0,0,0,0,48,49,50,46,0,0,0,0,26
72,0,44,23,0,0,0,45,46,0,44,68,68,68,68,68,68,23,0,45,46,0,0,0,44,23,0,26
72,0,48,53,68,23,0,0,0,0,48,49,50,50,50,50,51,52,0,0,0,0,44,68,69,52,0,26
72,0,45,50,51,53,68,68,23,0,48,52,0,0,0,0,48,52,0,44,68,68,69,49,50,46,0,26
72,0,0,0,45,50,51,54,52,0,48,52,0,44,23,0,48,52,0,48,54,49,50,46,0,0,0,26
3,4,23,0,0,0,45,50,46,0,45,46,0,48,52,0,45,46,0,45,50,46,0,0,0,44,4,5
0,0,3,4,23,0,0,0,0,0,0,0,0,48,52,0,0,0,0,0,0,0,0,44,4,5,0,0
0,0,0,0,3,4,4,4,4,4,4,4,4,69,53,4,4,4,4,4,4,4,4,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
