0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,17,17,17,17,17,17,17,17,17,31,52,17,17,17,17,31,52,17,17,17,17,17,17,17,17,17,78
11,0,0,0,0,0,0,0,0,0,32,53,0,0,0,0,32,53,0,0,0,0,0,0,0,0,0,37
11,0,56,75,75,75,75,75,72,0,32,53,0,56,72,0,32,53,0,56,75,75,75,75,75,72,0,37
11,0,32,87,35,35,35,35,54,0,57,54,0,32,53,0,57,54,0,57,35,35,35,35,83,53,0,37
11,0,32,53,0,0,0,0,0,0,0,0,0,32,53,0,0,0,0,0,0,0,0,0,32,53,0,37
11,0,57,54,0,56,72,0,56,75,75,72,0,32,53,0,56,75,75,72,0,56,72,0,57,54,0,37
11,0,0,0,0,32,53,0,32,81,81,53,0,32,53,0,32,81,81,53,0,32,53,0,0,0,0,37
74,75,75,72,0,32,53,0,57,35,35,54,0,57,54,0,57,35,35,54,0,32,53,0,56,75,75,76
35,35,35,54,0,32,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,53,0,57,35,35,35
0,0,0,0,0,32,34,75,72,0,56,75,75,75,75,75,75,72,0,56,75,33,53,0,0,0,0,0
72,0,56,72,0,57,35,35,54,0,57,35,35,35,35,35,35,54,0,57,35,35,54,0,56,72,0,56
11,0,32,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,53,0,37
11,0,32,34,75,72,0,56,72,0,61,13,94,252,252,96,13,14,0,56,72,0,56,75,33,53,0,37
11,0,57,35,35,54,0,32,53,0,37,0,0,0,0,0,0,11,0,32,53,0,57,35,35,54,0,37
11,0,0,0,0,0,0,32,53,0,37,0,0,0,0,0,0,11,0,32,53,0,0,0,0,0,0,37
11,0,56,72,0,56,75,33,53,0,37,0,0,0,0,0,0,11,0,32,34,75,72,0,56,72,0,37
11,0,32,53,0,57,35,35,54,0,16,17,17,17,17,17,17,18,0,57,35,35,54,0,32,53,0,37
11,0,32,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,53,0,37
11,0,32,34,75,72,0,56,75,75,75,72,0,56,72,0,56,75,75,75,72,0,56,75,33,53,0,37
11,0,57,35,35,54,0,32,87,35,35,54,0,32,53,0,57,35,35,83,53,0,57,35,35,54,0,37
11,0,0,0,0,0,0,32,53,0,0,0,0,32,53,0,0,0,0,32,53,0,0,0,0,0,0,37
74,75,72,0,56,72,0,32,53,0,56,75,75,33,34,75,75,72,0,32,53,0,56,72,0,56,75,76
9,35,54,0,32,53,0,57,54,0,57,35,35,35,35,35,35,54,0,57,54,0,32,53,0,57,35,36
11,0,0,0,32,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,53,0,0,0,37
11,0,56,75,33,53,0,56,75,75,75,72,0,56,72,0,56,75,75,75,72,0,32,34,75,72,0,37
11,0,57,35,35,54,0,32,87,35,35,54,0,32,53,0,57,35,35,83,53,0,57,35,35,54,0,37
11,0,0,0,0,0,0,32,53,0,0,0,0,32,53,0,0,0,0,32,53,0,0,0,0,0,0,37
11,0,56,75,75,72,0,32,53,0,56,75,75,33,34,75,75,72,0,32,53,0,56,75,75,72,0,37
11,0,57,35,35,54,0,32,53,0,57,35,35,35,35,35,35,54,0,32,53,0,57,35,35,54,0,37
11,0,0,0,0,0,0,32,53,0,0,0,0,0,0,0,0,0,0,32,53,0,0,0,0,0,0,37
12,13,13,13,13,13,13,33,34,13,13,13,13,13,13,13,13,13,13,33,34,13,13,13,13,13,13,38
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
