0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,58,58,58,58,58,58,45,83,58,58,58,58,58,58,58,58,58,58,45,83,58,58,58,58,58,58,58
0,0,0,0,0,0,0,46,48,0,0,0,0,0,0,0,0,0,0,46,48,0,0,0,0,0,0,0
50,50,50,50,50,80,0,46,48,0,79,50,50,50,50,50,50,80,0,46,48,0,79,50,50,50,50,50
51,18,18,18,18,81,0,17,81,0,17,18,18,92,93,18,18,81,0,17,81,0,17,18,18,18,18,22
52,0,0,0,0,0,0,0,0,0,0,0,0,46,48,0,0,0,0,0,0,0,0,0,0,0,0,20
52,0,79,50,50,50,50,50,80,0,79,80,0,46,48,0,79,80,0,79,50,50,50,50,50,80,0,20
52,0,46,93,18,18,18,18,81,0,46,48,0,46,48,0,46,48,0,17,18,18,18,18,92,48,0,20
52,0,46,48,0,0,0,0,0,0,46,48,0,17,81,0,46,48,0,0,0,0,0,0,46,48,0,20
52,0,46,48,0,79,50,50,80,0,46,48,0,0,0,0,46,48,0,79,50,50,80,0,46,48,0,20
52,0,17,81,0,17,18,92,48,0,46,97,50,50,50,50,8,48,0,46,93,18,81,0,17,81,0,20
52,0,0,0,0,0,0,46,48,0,17,18,18,18,18,18,18,81,0,46,48,0,0,0,0,0,0,20
24,50,50,50,50,80,0,46,48,0,0,0,0,0,0,0,0,0,0,46,48,0,79,50,50,50,50,21
51,18,18,18,18,81,0,46,48,0,99,54,109,253,253,111,54,113,0,46,48,0,17,18,18,18,18,22
52,0,0,0,0,0,0,46,48,0,20,0,0,0,0,0,0,52,0,46,48,0,0,0,0,0,0,20
52,0,79,50,50,80,0,17,81,0,20,0,0,0,0,0,0,52,0,17,81,0,79,50,50,80,0,20
52,0,17,18,92,48,0,0,0,0,20,0,0,0,0,0,0,52,0,0,0,0,46,93,18,81,0,20
52,0,0,0,46,48,0,79,80,0,57,58,58,58,58,58,58,59,0,79,80,0,46,48,0,0,0,20
53,54,80,0,46,48,0,46,48,0,0,0,0,0,0,0,0,0,0,46,48,0,46,48,0,79,54,55
0,0,52,0,46,48,0,46,97,50,80,0,79,50,50,80,0,79,50,8,48,0,46,48,0,20,0,0
0,0,52,0,17,81,0,17,18,18,81,0,46,47,47,48,0,17,18,18,81,15,17,81,0,20,0,0
0,0,52,0,0,0,0,0,0,0,0,0,46,47,47,48,0,0,0,0,0,0,0,0,0,20,0,0
0,0,52,0,79,50,50,50,50,50,80,0,46,47,47,48,0,79,50,50,50,50,50,80,0,20,0,0
58,58,81,0,17,18,18,92,93,18,81,0,17,18,18,81,0,17,18,92,93,18,18,81,0,17,58,58
0,0,0,0,0,0,0,46,48,0,0,0,0,0,0,0,0,0,0,46,48,0,0,0,0,0,0,0
50,50,80,0,79,80,0,46,48,0,79,50,50,50,50,50,50,80,0,46,48,0,79,80,0,79,50,50
51,18,81,0,46,48,0,17,81,0,17,18,18,92,93,18,18,81,0,17,81,0,46,48,0,17,18,22
52,0,0,0,46,48,0,0,0,0,0,0,0,46,48,0,0,0,0,0,0,0,46,48,0,0,0,20
52,0,79,50,8,48,0,79,50,50,50,80,0,46,48,0,79,50,50,50,80,0,46,97,50,80,0,20
52,0,17,18,18,81,0,17,18,18,18,81,0,17,81,0,17,18,18,18,81,0,17,18,18,81,0,20
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
