0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,33
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
65,0,95,96,0,95,134,134,96,0,95,134,134,134,134,134,134,96,0,95,134,134,96,0,95,96,0,34
65,0,131,129,0,131,128,128,129,0,131,125,126,126,126,126,127,129,0,131,128,128,129,0,131,129,0,34
65,0,131,129,0,98,126,126,99,0,131,129,0,0,0,0,131,129,0,98,126,126,99,0,131,129,0,34
65,0,131,129,0,0,0,0,0,0,131,129,0,95,96,0,131,129,0,0,0,0,0,0,131,129,0,34
65,0,131,133,134,96,0,95,96,0,131,129,0,131,129,0,131,129,0,95,96,0,95,134,132,129,0,34
65,0,98,126,126,99,0,131,129,0,98,99,0,131,129,0,98,99,0,131,129,0,98,126,126,99,0,34
65,0,0,0,0,0,0,131,129,0,0,0,0,131,129,0,0,0,0,131,129,0,0,0,0,0,0,34
133,134,96,0,95,134,134,132,129,0,95,134,134,132,133,134,134,96,0,131,133,134,134,96,0,95,134,132
128,128,129,0,98,126,126,127,129,0,98,126,126,126,126,126,126,99,0,131,125,126,126,99,0,131,128,128
128,128,129,0,0,0,0,131,129,0,0,0,0,0,0,0,0,0,0,131,129,0,0,0,0,131,128,128
128,128,129,0,95,96,0,131,129,0,109,63,63,253,253,63,63,64,0,131,129,0,95,96,0,131,128,128
128,128,129,0,131,129,0,98,99,0,34,0,0,0,0,0,0,65,0,98,99,0,131,129,0,131,128,128
126,126,99,0,131,129,0,0,0,0,34,0,0,0,0,0,0,65,0,0,0,0,131,129,0,98,126,126
0,0,0,0,131,129,0,95,96,0,34,0,0,0,0,0,0,65,0,95,96,0,131,129,0,0,0,0
134,134,134,134,132,129,0,131,129,0,93,31,31,31,31,31,31,68,0,131,129,0,131,133,134,134,134,134
128,128,125,126,126,99,0,131,129,0,0,0,0,0,0,0,0,0,0,131,129,0,98,126,126,127,128,128
128,128,129,0,0,0,0,131,133,134,134,96,0,95,96,0,95,134,134,132,129,0,0,0,0,131,128,128
128,128,129,0,95,96,0,98,126,126,126,99,0,131,129,0,98,126,126,126,99,0,95,96,0,131,128,128
128,128,129,0,131,129,0,0,0,0,0,0,0,131,129,0,0,0,0,0,0,0,131,129,0,131,128,128
128,128,129,0,131,133,134,134,96,0,95,134,134,132,133,134,134,96,0,95,134,134,132,129,0,131,128,128
37,126,99,0,98,126,126,126,99,0,98,126,126,126,126,126,126,99,0,98,126,126,126,99,0,98,126,39
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
65,0,95,134,134,96,0,95,96,0,95,134,134,134,134,134,134,96,0,95,96,0,95,134,134,96,0,34
65,0,131,125,126,99,0,131,129,0,98,126,126,126,126,126,126,99,0,131,129,0,98,126,127,129,0,34
65,0,131,129,0,0,0,131,129,0,0,0,0,0,0,0,0,0,0,131,129,0,0,0,131,129,0,34
65,0,131,129,0,95,134,132,133,134,134,96,0,95,96,0,95,134,134,132,133,134,96,0,131,129,0,34
65,0,98,99,0,98,126,126,126,126,126,99,0,131,129,0,98,126,126,126,126,126,99,0,98,99,0,34
65,0,0,0,0,0,0,0,0,0,0,0,0,131,129,0,0,0,0,0,0,0,0,0,0,0,0,34
62,63,63,63,63,63,63,63,63,63,63,63,63,132,133,63,63,63,63,63,63,63,63,63,63,63,63,35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
